"mean_cycles","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26"
1582464071.2,51144332,1331,62225,329433413,1008,237320381,91929233,861645482,1876,690005,1204877,13358,92751,1327209,334394769,438511861,49670,52925392,39920,6281,249376,805837828,159280,52426,47085,287
7095662.6,62005,3406,28496,1791511,3836,1245417,693850,4343503,628,418190,728151,137,40923,874229,2283224,3021973,31715,125290,5824,1359,26792,2838114,23942,10913,54810,12
1342070285.2,30213995,2285,57167,183059358,1490,134245405,43866604,464303354,2221,1654251,3074924,14185,102637,3155106,138956174,196852690,62789,29240714,1650809,16226,7488754,736547772,6602574,808593,42312,315
1584489693.6,31068385,1409,50925,186741725,1118,136731558,50286363,525957440,1893,663593,1170626,13405,92944,1279788,186688996,261663083,48741,30461414,1636416,13048,7370064,802464651,6545477,759053,42134,270
1580998977.2,30454784,1679,50884,182992983,1308,133980804,50631541,529566261,1886,663718,1170798,13407,95174,1280092,184216618,258245670,49507,30038119,1605806,11714,7285407,789955206,6422693,805738,41955,272
1590215036,30147547,1504,50310,181133247,1096,132616033,49223240,514840431,1882,663943,1171255,13401,94161,1282834,192331875,269523466,49963,30104658,1595290,12228,7233504,789942435,6380752,795013,42176,286
1589900455.4,30420885,1440,53293,182660244,1184,133736565,50719613,530487469,1886,663453,1170540,13408,96599,1312995,188514225,264234931,50368,29744417,1636610,12333,7368490,790039296,6545989,804836,42139,275
1590994416,31011837,1535,49906,186362285,1120,136452599,52530674,549405717,1896,664551,1172067,13404,93307,1279764,183683976,257491977,46933,29911572,1613986,11667,7376199,790542924,6455696,892089,41954,274
1581374542.8,30431033,1460,50628,182829888,1073,133860759,50122511,524245530,1890,663687,1170538,13399,94587,1281230,188437885,264109921,50810,29899859,1605569,12286,7264254,790443313,6421899,780168,42026,270
1585604994.4,30446718,1446,50008,182960735,1366,133957691,50816264,531494967,1879,663447,1170610,13390,94569,1281184,187662777,263035735,48355,29947259,1609991,12340,7288483,790163943,6439491,877674,42136,277
1586224768.6,30716088,1502,50641,184645065,979,135193469,50217686,525239886,1886,663561,1170428,13397,95964,1282417,187202061,262409154,50299,30103224,1594584,11752,7272649,790653750,6378070,791632,42077,270
1590934465.6,30949175,1507,51682,185950189,1154,136150074,50088321,523888695,1886,663534,1170423,13401,93425,1280620,185311406,259754315,50110,30421758,1636719,12233,7477443,802478602,6546465,797012,41991,271
1590892059.4,31237008,1841,52013,187724738,1105,137452097,49595047,518731989,1886,663423,1170228,13393,95161,1281919,187325239,262567931,50249,30094669,1599108,11744,7214626,790781945,6396028,913261,42009,280
1581254007,30368438,1344,52264,182446055,995,133579617,49719659,520038203,1888,664175,1170944,13272,95225,1281654,186157679,260947327,48305,29861576,1621610,11712,7403013,790731116,6486044,822846,42154,273
5659715.2,71989,4060,34238,2290553,4950,1594395,667763,4192534,657,405648,705903,47,45110,879856,2276828,3062318,33309,131389,6457,1905,31021,2854392,26825,949,66361,1
1169487653.6,35131191,2734,61885,203102577,1930,150758124,67425501,767711538,2330,1675925,3108197,14168,103940,3203602,286595654,420335761,63362,27304518,290065,14662,1309776,407520841,1160069,148878,43453,320
1613023948.8,53642634,1619,62418,307378751,1175,227990228,78052190,882768864,1883,681998,1193333,13355,94209,1315104,303959152,444062096,53736,53667594,306463,10830,1399452,812256701,1225653,257212,45593,278
1606228315.2,53064582,1517,60803,304031307,1166,225504063,78194252,884370182,1879,681930,1193282,13356,97184,1317213,303827059,443905110,48692,52913653,301370,11229,1463864,802381766,1205315,197403,45610,276
1606777032.6,53126691,1345,59100,304453654,960,225819215,78388046,886568428,1880,682160,1193798,13353,95574,1316474,303886049,443972301,48678,53026176,301828,10866,1336860,803357412,1207190,159762,45612,277
1606489479.6,53055761,1841,60841,304013026,1401,225491350,78261743,885134137,1879,682542,1193992,13357,97088,1317204,303346104,443203856,47880,53010462,298400,10762,1345982,802775349,1193395,180342,45592,274
1596910244.4,52291803,1456,57580,299730385,995,222312187,77005823,870938653,1884,681012,1192177,13354,96408,1316092,304512203,444889112,48262,53077788,293690,10510,1348443,803074174,1174316,151403,45631,278
1602013006.8,53149183,1431,60299,304567130,1021,225903201,77078649,871750478,1878,682315,1193569,13346,96093,1316610,304479037,444838743,48632,53066279,297059,10607,1326218,803110276,1187956,258289,45606,275
1611400060.6,53074855,1470,60217,304161130,1461,225601536,78141976,883784942,1884,681962,1193535,13344,97399,1318725,309077155,451547466,50713,53078294,298963,10951,1368949,803124176,1195698,156469,45600,276
5500038.4,66089,3822,31620,1833643,4368,1274885,421886,2650411,636,259992,450625,47,46754,883533,2281257,3080414,33475,135895,9092,2249,40858,2982994,37259,2309,66630,0
1417889032.2,37677673,2474,57736,205564152,1671,154793408,53254628,666626232,2203,1655945,3072591,14227,103174,3196119,223716536,345659883,63100,42958882,815151,16085,3744846,743955114,3260430,450390,42909,306
1595677420.4,43210890,1765,53172,233905402,1134,175964239,57726522,717178071,1901,673083,1184213,13454,95454,1297274,236482901,363818157,52359,44261005,841692,13777,3805134,789917317,3366492,494531,43228,304
1604456919.2,43640754,1487,54549,236215555,1181,177705330,58002442,720603538,1901,673193,1184312,13459,94898,1298642,239831485,368943021,49244,45102112,847026,13265,3904871,802373740,3387592,414663,44632,283
1589539637.4,43662268,1568,56993,236381032,956,177829976,56818953,705898879,1892,672573,1183498,13456,94876,1296814,232756743,358110666,50259,44937504,852721,12947,3861512,802211288,3410694,499010,43043,283
1589940297.8,43240349,1557,52576,234037137,939,176063919,57536874,714818720,1890,673063,1184121,13455,95292,1298128,236152214,363310671,49340,44882186,853595,13835,3823228,802167856,3414134,463866,43159,283
1599415946.4,43682275,1478,53389,236473379,1576,177899570,58576776,727742575,1905,674136,1185568,13454,94338,1298473,236364989,363617280,48791,45511921,823652,12789,3726605,802456967,3294448,421026,43068,301
1603976798.6,43566830,2058,54140,235849093,969,177429184,58225439,723366638,1898,674227,1185913,13460,94603,1297219,236583216,363963407,52246,45188795,843665,13407,3819413,802244863,3374343,497612,43184,288
1603574302.4,43381410,1859,53959,234823296,1295,176655909,58285793,724125955,1904,674093,1185577,13456,95333,1298591,236457462,363778680,48786,45460139,829221,13431,3841072,802265257,3316540,470425,43335,288
1602404469.4,43524227,1515,54765,235594213,1219,177237168,58416493,725743822,1903,674855,1186708,13457,95711,1297706,237538180,365431392,52215,44973557,849390,13071,3829287,802314703,3397202,589224,43119,280
1601370049.2,43937096,1451,52271,237813807,1022,178909463,57097404,709361690,1894,672039,1183005,13457,93205,1290736,237279766,365010030,49837,45211869,839001,13594,3770709,802498464,3355779,470217,43164,287
1100339.4,16190,235,4833,325926,350,221819,98024,614735,204,60636,105074,20,8690,116903,292445,426107,4494,23391,1711,378,7497,465280,7227,545,9793,2
1261329433.2,12437423,4333,45633,51229514,1693,42329097,8038438,197685988,2171,1597028,2985591,13883,97556,3105936,50226972,105788513,57025,11207372,2921499,19701,13158316,523913107,11685400,1934436,36757,303
1571116925.2,13099381,2680,40113,52359562,1172,43201137,8882974,215844273,1864,616642,1100044,13138,89781,1207929,52537191,110028168,45378,13212868,3341507,17137,15166074,784642095,13365449,1659242,36363,271
1577992753.8,13125606,2534,38011,52472950,1225,43295713,8913209,216599098,1859,616927,1100402,13136,89576,1208090,52548105,110044723,50335,13219177,3340970,16906,15015419,786123801,13363241,1841332,36379,277
1572949466,13126009,2585,39981,52468943,1160,43292558,8914848,216631923,1862,617304,1100906,13126,89585,1208075,52524294,109995882,47124,13214247,3333397,18401,15124459,785307357,13332989,1691088,36360,270
1573610187.2,13132765,2767,40235,52493057,1554,43312042,8922700,216834149,1866,617080,1100590,13139,89669,1208034,52578167,110109598,46295,13225632,3328548,16277,15119349,786632052,13313679,1728582,36345,269
1573166231.2,13128026,2647,40657,52465456,1572,43289230,8915510,216656843,1861,616527,1099902,13136,90394,1208176,52590710,110148341,48839,13235970,3333311,17687,15089430,785810858,13332720,1790792,36371,274
1573128427.8,13135601,2591,40124,52488030,1165,43308288,8914816,216635030,1857,617298,1100918,13128,89301,1208039,52512715,109973194,46544,13230678,3329981,17172,14986009,786089725,13319472,1687138,36358,273
1587781492.4,13127696,2927,40186,52474523,1235,43296576,9052390,220070387,1865,617481,1101068,13128,89431,1208413,53317895,111649285,51509,13437715,3419741,16618,15412533,798326661,13678532,1687592,36360,269
1573196947,13138097,2908,38985,52521646,1766,43336424,8918271,216724384,1854,616835,1100114,13130,89417,1208024,52506957,109960051,44806,13211219,3438530,18008,15462014,785666015,13753510,1742966,36348,272
1577819099.2,13125676,2639,38183,52457963,1391,43283290,9027721,219147885,1940,636827,1133663,13450,89467,1207671,52477253,109900632,45099,13230436,3336118,17194,15041633,786240277,13344016,1626159,36348,273
1592545308.6,13129441,2543,38415,52477038,1167,43299208,8915352,216650165,1854,616911,1100487,13125,90028,1208495,54085498,113258663,45648,13634465,3435248,17360,15520715,810119844,13740284,1725221,36357,276
1573294152.8,13137466,2576,41420,52502942,1210,43320407,8925372,216899639,1864,617251,1100835,13128,90170,1208190,52513388,109979082,47051,13216388,3371344,16947,15231807,786047254,13484891,1678336,36356,273
1582281754.8,13145757,2688,39490,52544546,1263,43355353,9047782,219959885,1860,616905,1100342,13130,89902,1208004,52507574,109964195,46966,13435541,3433746,17884,15437560,797844771,13734562,1657614,36350,271
1578327538.8,13127524,2524,39106,52471271,1321,43294197,8922856,216824468,1866,617852,1101534,13131,90269,1208115,52575998,110107968,47217,13240426,3341898,16921,15145002,786586583,13366940,1762620,36377,276
1576788715,13342030,2836,41695,53304595,1223,43988592,8922542,216824652,1859,617128,1100695,13124,89601,1208316,52311287,109549601,47035,13225544,3338457,17650,15103492,785932251,13353293,1802948,36359,275
1582681670.6,13136446,2951,40449,52497416,1353,43315870,8922459,216826804,1860,617338,1100768,13128,90202,1208934,52492553,109937019,46701,13415764,3443256,17462,15462511,797946190,13772270,1779481,36371,275
1573455042,13131729,2804,41525,52480373,1427,43302039,8904511,216382540,1862,617024,1100499,13135,89670,1207821,52428315,109797771,47408,13212464,3420312,16502,15445519,786552934,13680717,1649386,36348,275
1587922438.6,13131516,2890,38717,52497389,1262,43316063,8923440,216852623,1853,616757,1100146,13136,90000,1208130,52517350,109990211,47642,13424135,3375904,17770,15190786,798524322,13502959,1838068,36428,281
1582878649,13130122,2682,40053,52470585,1305,43292993,8914691,216632398,1865,617371,1101007,13126,89636,1207649,52433495,109814905,48925,13233647,3334380,16229,15080826,787068469,13337185,1726539,36392,280
1583254709,13532247,2617,41476,54050052,1264,44609781,8920149,216773065,1861,616961,1100395,13133,89923,1208421,52545230,110044389,47095,13241595,3330274,17365,15011611,786965362,13320511,1701469,36348,271
1577976677.8,13138100,2652,38983,52504820,1162,43322211,9045772,219911857,1860,616794,1100197,13129,89864,1207776,52546704,110045254,46038,13218770,3328262,16560,15034640,786544133,13312615,1687118,36406,275
1582859318.8,13108973,2781,38068,52412541,1466,43245168,8921931,216810988,1861,617453,1101135,13128,90036,1208310,53252914,111528755,48342,13436608,3388434,16896,15365082,798757684,13553347,1755186,36356,279
1573429902,13147287,3106,39467,52540670,1202,43351824,8922206,216817475,1855,617077,1100660,13114,89826,1209153,52457929,109860883,45734,13242398,3329242,16622,15033172,786750817,13316420,1698704,36361,271
1573613850.8,13137029,2539,40864,52500405,1231,43318799,8926961,216942235,1861,617086,1100554,13138,89806,1207954,52536616,110021993,47779,13212609,3395901,16688,15361949,786715671,13582887,1783084,36348,270
1573557863.2,13122976,2814,42181,52461008,1484,43285716,8903661,216364027,1853,616612,1100021,13129,89325,1208126,52469925,109882063,44349,13246524,3336240,16187,15038385,787111789,13344560,1760285,36346,274
1583093756.6,13122141,2825,39022,52449019,1274,43275690,8912673,216586265,1858,617046,1100681,13127,89226,1207943,54078688,113232288,44435,13237638,3333236,17337,15070740,786613010,13332367,1650985,36362,272
1588079445.8,13327056,2693,38974,53239278,1216,43934117,8912390,216572091,1862,617353,1100948,13129,89394,1208541,52508000,109962663,47895,13435467,3379785,16570,15200618,798790779,13518487,1862733,36375,273
1573573371.4,13128775,2686,39962,52458456,1322,43283732,8914768,216638685,1855,616717,1100091,13132,89310,1207720,52479221,109900591,45750,13243464,3335358,16558,15039487,786990570,13340934,1735648,36350,275
1573583880.2,13119595,2593,37852,52432642,1265,43261980,8923069,216837438,1863,617513,1101108,13137,90114,1208010,52512368,109983275,48361,13248465,3327163,16564,15030745,786712887,13308030,1698924,36361,272
1578143725.4,13125556,3535,40471,52463021,1502,43287558,9040989,219787579,1856,617084,1100727,13127,90098,1208724,52515114,109986499,48355,13231952,3325298,16881,14926477,786739596,13300823,1838975,36358,275
1573338710.6,13132495,2742,40494,52492206,1125,43311701,8918452,216727408,1862,617220,1100850,13125,89711,1208620,52548883,110056749,47433,13209521,3477790,17239,15717565,785893318,13910747,1704147,36361,271
1578368445,13128801,2535,39430,52473817,1452,43296178,8916954,216692870,1857,617051,1100543,13133,89585,1207596,52485356,109921825,46823,13226359,3332779,16224,15054917,786968755,13330489,1829767,36363,276
1573311239,13124993,2558,39700,52466161,1258,43290186,8913770,216584172,1862,617589,1101649,13124,89150,1208194,52437611,109809254,45469,13225798,3329544,17688,14980450,786371824,13317836,1770302,36362,274
1574176259.2,13133667,2876,42195,52493130,1473,43312341,8929484,216998022,1862,617406,1101043,13125,90332,1208591,52481329,109916710,45049,13234175,3325972,16595,15007717,787238988,13303465,1799354,36357,274
1573011082.6,13132121,2763,38802,52482350,1227,43303277,8920478,216778151,1859,617210,1100731,13125,90025,1207999,52482228,109920520,44763,13233837,3394232,16482,15230460,786361756,13576387,1717017,36360,271
1573892066,13131264,2814,39816,52482696,1194,43303676,8913644,216607556,1858,616872,1100248,13129,89444,1208277,52501318,109950516,46919,13246727,3325404,16709,14952140,786878831,13301169,1718364,36372,271
1577840869.6,13090144,2720,40851,52323422,1261,43171055,8916996,216686836,1857,617454,1101108,13124,89320,1208064,53304827,111622850,51696,13231011,3326137,16511,14942782,786825127,13304088,1763351,36358,273
1572852585,13103590,3391,44016,52407014,2104,43220633,8926722,216932799,1853,616901,1100474,13124,89290,1208501,52482995,109909554,46405,13244168,3331551,16301,15098136,786892931,13325616,1708649,36361,270
1573092278.2,13120165,2835,38649,52438323,1213,43266488,8916634,216682247,1866,617235,1100813,13132,90043,1208063,52528051,110017081,47568,13224605,3338157,16844,15075806,786752033,13352162,1600419,36347,276
1572959001.2,13136060,2572,39781,52484190,1473,43304697,8915465,216653101,1868,617058,1100540,13128,89241,1208285,52469239,109881627,51991,13216908,3323979,17128,14958371,786522057,13295518,1708587,36361,272
1578344766,13317880,2727,38425,53215088,1404,43913822,8929435,216997452,1849,617039,1100648,13123,89474,1209308,52547335,110042636,47524,13230200,3326728,16945,15028930,786770847,13306447,1695513,36361,271
1578312706.2,13139518,2530,41344,52529180,1170,43342475,9026188,219417045,1863,617426,1101166,13124,89844,1208263,52504265,109961700,47446,13235375,3333705,16563,15081121,786872003,13334325,1640909,36361,270
1578235538.2,13130764,2533,39038,52489906,1140,43309593,8915734,216660374,1864,617097,1100640,13128,90248,1208339,52560103,110081922,48137,13223528,3368506,16640,15110493,786651362,13473663,1737082,36367,275
1576924084.4,13140280,2945,38951,52508917,1190,43325815,9016292,219173795,1875,617139,1100590,13130,90006,1208003,52465377,109880241,47686,13220237,3347880,16770,15084126,786660994,13390957,1738834,36361,273
1573629349,13144255,2507,39914,52525579,1274,43339648,8922131,216817126,1854,617013,1100648,13129,89679,1208559,52563516,110077748,47888,13240062,3374466,17812,15232493,786647549,13497246,1739714,36355,274
1573617887.8,13140603,2706,42547,52522554,1727,43336764,8923140,216841406,1856,617394,1101035,13127,88933,1208553,52490094,109925857,45159,13254264,3357715,17566,15152448,786447278,13430351,1734654,36361,273
1573258495.8,13125026,2534,39063,52468552,1517,43292072,8915773,216663835,1859,616881,1100433,13135,89621,1207837,52449471,109838395,46509,13243951,3332348,16553,15137234,786906838,13328984,1796589,36351,271
1583037296.4,13025948,2786,41410,52064091,1425,42955130,8930746,217029832,1852,617228,1100890,13128,89675,1208366,53350800,111720898,49981,13421308,3373551,16809,15237346,798662106,13493764,1806308,36357,271
1574168198.2,13103894,2794,39759,52376352,1353,43215270,8919126,216741805,1853,616998,1100655,13127,89243,1208448,52495439,109936354,48975,13247435,3329061,16528,15008069,786976092,13315746,1702949,36363,275
1574488681,13169301,2723,39916,52632277,1321,43428113,8916000,216661899,1866,617483,1101216,13126,89823,1208280,52518276,109993904,46785,13234984,3333864,16606,15014573,786974256,13334938,1677810,36361,273
1574549544.4,13184128,3135,39382,52692826,1531,43478843,8917392,216701758,1857,616856,1100371,13131,90038,1208093,52483255,109921724,46950,13240366,3337664,16380,15059507,786868794,13350073,1658887,36369,272
1579420018.8,13174831,2751,42052,52653055,1398,43445577,8915077,216640816,1857,617407,1101030,13122,90231,1208215,52496827,109949332,44977,13462127,3428407,16673,15443486,798754197,13712959,1726993,36361,270
1583815514,13172735,2708,39193,52633820,1141,43429271,8929196,216992849,1852,616935,1100548,13125,89844,1208168,52535784,110026399,48389,13238391,3336776,16944,14999722,786837381,13346721,1748029,36393,279
1574774196.8,13180871,2520,38287,52673534,1182,43462701,8922004,216813622,1859,617279,1101002,13129,89691,1208641,52522164,109991949,47916,13244478,3323277,16499,15008428,786985322,13292589,1800704,36355,271
1574268438.8,13175482,2683,40128,52654124,1313,43446851,8920134,216770252,1861,617028,1100551,13130,90043,1208155,52529703,110012494,49661,13227891,3373208,17097,15204941,786515167,13492480,1713225,36363,277
1574224918.8,13179334,2353,39188,52663705,1272,43454721,8927147,216940078,1858,617400,1101067,13124,89780,1207691,52492441,109936623,48127,13232830,3320834,16847,14988444,786813070,13282645,1727465,36362,271
1573599281,13138568,2493,39289,52508848,1143,43325089,8914176,216618772,1855,616964,1100557,13125,89161,1208680,52511961,109972117,48384,13227936,3399514,16839,15336987,786746913,13597648,1677475,36361,273
1582412541.8,13108147,2636,39196,52391428,1211,43227340,8924458,216876905,1865,617262,1100771,13123,89639,1208095,52479047,109906359,46924,13233722,3332535,16869,15107076,786927780,13329640,1823814,36383,287
1573135735,13110705,3470,40062,52416388,1764,43248461,8923781,216859601,1857,617127,1100652,13131,89251,1208175,52502404,109951388,45510,13230769,3404518,16867,15337911,786508646,13617771,1724134,36361,270
1573373365.8,13120709,2721,39738,52437982,1437,43266805,8926939,216938154,1854,617046,1100607,13125,90225,1208830,52575814,110111504,46149,13236764,3335627,16687,14959810,786943956,13341989,1758878,36359,276
1578096975,13316020,2656,39772,53203778,1352,43904330,8928779,216981469,1860,617437,1101094,13129,90223,1208319,52500271,109952228,47876,13242288,3333410,16726,15120073,786830127,13333255,1792765,36362,270
1578063490.6,13134965,2347,40399,52494162,1183,43313253,9039374,219749104,1862,617019,1100535,13125,89267,1208329,52540814,110029967,45940,13237768,3333652,16404,15062845,786961129,13334113,1768985,36349,274
1577574563.4,13111236,2765,40401,52403842,1234,43237890,8926951,216909152,1868,619694,1104104,13142,89288,1208311,53250451,111508809,46084,13233492,3312966,16961,14978882,786806023,13251385,1713034,36358,270
1578306031.2,13117017,2628,39428,52431702,1353,43261081,9043886,219863423,1862,617327,1100991,13124,89201,1208235,52503076,109947576,45058,13245668,3333955,16028,15100640,787120760,13335251,1761372,36361,273
1573543438.4,13139849,2532,40712,52504800,1264,43322188,8928692,216981253,1854,616929,1100522,13131,89563,1208639,52505443,109957898,49258,13226901,3328310,17269,15034094,786478471,13312900,1647756,36358,271
1572940704.2,13122542,2637,41265,52438459,1167,43266992,8910619,216529264,1863,617343,1100978,13128,90453,1208300,52476015,109901410,46440,13245102,3327764,16952,15003560,786676383,13310613,1636165,36388,276
1592666907,13332833,3162,41343,53279121,1712,43967247,9046890,219932463,1860,617502,1101160,13126,90212,1208083,52513223,109983829,48142,13226089,3317199,16657,14929329,787155123,13268471,1830239,36388,280
1572988509.2,13139327,2855,43098,52513725,1410,43329419,8919835,216760913,1857,617019,1100541,13124,89901,1208201,52483194,109913881,45798,13225490,3324813,16613,15012475,786213441,13298808,1697126,36358,275
1592522968.4,13105563,3035,38021,52391554,1264,43227744,8915862,216663581,1857,617006,1100532,13125,89029,1208774,53348850,111712686,44995,13238949,3336420,16453,15075515,787005734,13345143,1777236,36409,282
1573115439.2,13134900,2690,40884,52493611,1367,43312674,8925637,216907132,1860,617204,1100743,13133,89457,1207918,52478535,109904253,45745,13233117,3338268,16824,15016713,786556805,13352697,1652023,36360,271
1578471275.2,13332711,2792,41010,53270249,1427,43960057,8925644,216905147,1860,617354,1100972,13128,89963,1208066,52524592,110005007,49428,13234082,3333392,17025,15113088,786614139,13333149,1742631,36360,273
1577591590.6,13116645,2628,40515,52420260,1160,43251581,8911427,216551365,1863,616892,1100549,13129,90165,1208685,52485804,109921248,47682,13232164,3323009,16525,14993651,786848743,13291639,1761214,36379,277
1573435078,13126321,2723,40415,52458140,1143,43283129,8921070,216791950,1858,617233,1100866,13129,89255,1208130,52489215,109921030,45600,13240409,3330604,16695,14951359,787023297,13322100,1823028,36356,269
1573349350.8,13125177,2926,39856,52450418,1176,43276871,8912478,216578811,1858,617196,1100878,13126,89347,1208268,52514671,109976954,44538,13227226,3334071,16917,15133904,786670649,13335784,1720234,36360,272
9551648.4,64548,3531,30015,1636906,4345,1133663,694132,4354529,731,417207,727737,47,89134,1417118,4153315,6080918,55060,111675,5675,1649,26048,2853589,23985,22357,68468,4
1089977902.6,22336794,3099,52243,113662775,1929,87478898,17325444,254173658,2142,1639332,3064257,14087,101133,3137593,76674545,129512520,57440,14977520,1702200,17052,7710429,416835532,6807907,1237768,39569,309
1591349214.8,22916864,2065,44598,115110046,942,88436948,25460942,366992582,1901,641172,1139710,13355,93032,1244618,114495984,190892289,46683,23387837,2570344,14680,11578337,799689274,10281026,1351502,39237,277
1600822934.6,22642857,1526,45378,113644838,1240,87306716,26135737,376751056,1874,641309,1139961,13351,93717,1244724,112280923,187229293,47105,22630250,2543627,14240,11496778,801832057,10173941,1368713,39424,289
1602595016.8,22574498,1512,45023,113365346,932,87091299,25857953,372732980,1881,641511,1140144,13345,91556,1244558,113453363,189149541,46698,22859845,2505230,13955,11373596,801538361,10020409,1335744,38816,277
1602878425.2,22521687,1523,45526,113103358,1006,86889049,25796527,371831155,1877,642667,1141289,13353,92147,1244461,112989841,188390262,47367,22665319,2527893,14351,11476466,801442072,10111006,1291397,38784,275
1598134271.8,22440879,1698,44254,112706353,1244,86582848,25880628,373061318,1886,641589,1140278,13354,92743,1243976,111514216,185953205,45705,22801790,2510224,14537,11367399,801500742,10040490,1327052,38807,282
1603232305,22594389,1511,44351,113533992,988,87221599,25989293,374629625,1875,641593,1140250,13355,93388,1244716,113892946,189895351,47945,22667106,2524221,13985,11358298,801948114,10096028,1422602,38827,274
1603140077.6,22488783,1724,45480,112946211,1712,86768083,26006418,374868383,1884,642943,1141730,13346,91457,1245671,112594023,187732499,47751,22755812,2511030,14812,11379511,801541669,10043389,1260302,38798,274
1602831308.2,22606555,1643,43446,113540113,1186,87225804,26354627,379903839,1888,642802,1142088,13349,91402,1244170,112679172,187868760,47242,22709776,2524110,14814,11372916,800974786,10096342,1376028,38789,275
1602697740,22399904,1655,43569,112458734,926,86391847,25921442,373642678,1879,642282,1140967,13353,92902,1244554,112811246,188104528,47702,22779834,2510405,14672,11316447,801123842,10041032,1329014,38858,279
1602731287.4,22581275,1584,43505,113420168,1025,87133738,26162047,377131689,1885,641877,1140663,13353,94055,1244649,112516648,187622689,48211,22631581,2517762,14419,11405289,801456292,10070492,1259424,38822,279
1602846111,22615367,1600,43838,113643144,953,87305496,25977957,374460977,1892,641964,1140788,13340,92506,1245427,113941527,189967574,48034,22757733,2491562,14129,11249148,801640375,9965775,1264078,38804,275
1602918504,22509791,1683,43787,113108141,1203,86893106,26165908,377187522,1883,641957,1140688,13350,94112,1244925,112608037,187776707,47562,23006455,2482089,14398,11239295,801365781,9927943,1333330,38826,279
1593585363.2,22424688,1482,46765,112606259,1318,86505710,26032624,375259115,1879,641643,1140361,13353,92074,1244186,111807492,186429937,47273,22314271,2491175,14218,11214905,789525504,9964090,1352865,38828,279
1602814866,22915300,1862,44806,115141233,1310,88460680,25551190,368295204,1874,641100,1139544,13347,93998,1245765,112602034,187762486,48687,22721367,2506840,13858,11316251,801610777,10027109,1259855,38812,276
1602671610,22622810,1474,43160,113670662,917,87326992,26050907,375519855,1883,642128,1141089,13343,93448,1244471,113277275,188874222,45133,22682182,2484978,14309,11258247,800959005,9939421,1221352,38786,275
1607730379.2,22673971,1583,44569,113928074,969,87525280,26143933,376869077,1890,641802,1140502,13350,92813,1244589,113333293,188961751,47099,23223000,2533115,14425,11495123,813473382,10132023,1298643,38786,279
1602775304.2,22456898,1522,44716,112803726,1097,86657983,26044408,375426696,1880,641894,1140603,13354,91952,1244716,112622025,187782550,45880,22682849,2464911,14137,11096146,801344430,9859160,1354616,38823,278
1603011572.2,22609097,1486,44697,113547248,1030,87231719,26052266,375541954,1880,641370,1139964,13345,91456,1244406,112983634,188375091,47190,22778250,2523611,13746,11360757,801439572,10093748,1272276,38811,278
1602676013.8,22621061,1604,43293,113655709,1028,87315317,26124331,376585716,1886,641897,1140722,13349,92766,1244370,113140607,188643331,47045,22589389,2536452,14131,11441084,801236761,10145255,1311895,38801,278
1602686149.4,22543427,1788,44226,113218395,1097,86977572,25936001,373862809,1888,641197,1139831,13353,93018,1243998,112555167,187680833,47089,22846130,2492129,14520,11300108,801454266,9967970,1389207,38796,278
1598044176,22561089,1653,43348,113349184,2286,87078696,25988357,374612379,1887,642282,1141025,13361,92960,1245080,113095091,188572653,47914,22376537,2476182,13834,11174481,789540501,9904128,1268030,38811,281
1602626841.6,22474527,2514,51982,112996911,2012,86759397,26099074,376219006,1884,641928,1140713,13348,92251,1244464,112572195,187698883,46741,22730981,2512546,14807,11367934,801403678,10049754,1346707,38804,274
1602850766.8,22638193,1592,43512,113711509,1285,87358232,26207368,377786043,1885,641776,1140519,13353,91894,1244361,113035679,188462380,49218,22978349,2476372,14591,11239082,801319603,9904966,1273713,38821,283
4854363.4,110341,5626,47457,3360311,7344,2138327,549368,3463471,730,338279,586550,46,42989,863602,2246394,2993370,30460,29571,3920,890,16977,641036,15687,663,1716,0
1222150845,18436592,2431,48584,91044834,1432,70778456,21401983,335296291,2195,1627332,3034351,14129,101891,3112210,100510359,174538282,60980,8930288,2176035,12400,9804830,528316080,8703154,1656655,38941,312
1600327466.6,21487136,1553,42770,104197836,1125,80886700,22689543,350808847,1884,639058,1136863,13352,93405,1246783,103007456,177710405,46329,13410311,3410656,18016,15315383,795265204,13642313,1757891,37965,278
1598341355.4,21272447,1774,42509,103167466,995,80083387,22904821,354147604,1890,639995,1138042,13346,92944,1247570,104066867,179527532,45592,13414826,3418555,18070,15507121,797100117,13673567,1797069,37953,275
1592774420,20928478,1536,43177,101537064,1032,78812263,22885647,353849605,1887,639892,1137914,13345,92456,1247108,104037484,179469064,46413,13324079,3374227,24230,15182753,795529361,13497551,1780948,37951,278
1589572970,21125436,1515,42474,102504554,981,79566641,22582086,349144268,1877,639183,1136993,13354,92116,1246707,104278965,179881017,44841,13472281,3399512,17684,15307040,800145254,13597505,1758368,37940,276
1590529068.6,20883146,1540,42867,101355027,980,78670889,22757553,351864337,1880,639334,1137270,13353,92023,1246959,103745781,178967165,45841,13495001,3397868,17469,15329565,800596863,13590959,1668320,37938,278
1599651657.2,21201005,1569,40970,102828880,1004,79819310,22955876,354945055,1882,639464,1137527,13344,93422,1247054,103351141,178299860,45703,13475418,3399914,17805,15336172,800571405,13598957,1680995,37947,274
